ComplaintType;Complaint;Date;Decision;Report_name
Facilities to the Press;54.Complaint of Sh. Subodh Kumar Sharma, Secretary, Hathras Press Club Hathras, Aligarh against Sh. Prem Lal, the then District Information Officer, Aligarh, (Now posted at Jounpur).;August 4, 1998;Closed with Directions;AnnualReport1999
Facilities to the Press;55.Complaint of Sh. M.A. Rizvi, Editor, Talash, Jhansi against Director, I&PRD, Jhansi, U.P.;August 4, 1998;Dismissed for Lack of Substance;AnnualReport1999
Facilities to the Press;56.Complaint of Sh. M.A. Saifi, Editor, Tanzeem-E- Hind, Urdu weekly, Lalitpur, U.P. against U.P. State Electricity Council.;August 4, 1998;Directions (Upheld);AnnualReport1999
Facilities to the Press;57.Complaint of Sh. Rajiv Pandey, Corres-pondent, Workers Herald/Samata Lahar, Pratapgarh against District Magistrate, Pratapgarh.;August 4, 1998;Directions (Upheld);AnnualReport1999
Facilities to the Press;58.Complaint of Dr. V Anjanappa, Editor/Publisher/ Printer, Dakshina Karnataka against Registrar of Newspapers for India.;October 5, 1998;Settled;AnnualReport1999
Facilities to the Press;59. Complaint of Sh. Suresh Verma, Organiser, Saptahik Samacharpatra Sangarsh Morcha, Indore against Government of Madhya Pradesh.;October5, 1998;Upheld;AnnualReport1999
Facilities to the Press;60.Complaint of Sh. Dinesh Awasthi, Editor, Weekly Sputnik, Indore against Commiss-ioner, Central Excise, Indore.;October5, 1998;Disposed with Observations.;AnnualReport1999
Facilities to the Press;61.Complaint of Sh. Prakash Chhajed, Chief Editor, Janmat Times against Directorate of Information & Public Relations.;October5, 1998;Directions (Upheld);AnnualReport1999
Facilities to the Press;62.Complaint of Sh. Rajnish Pandey, Publisher, Media House, Rewa against Director, I & PRD, Govt. of M.P.;October5, 1998;Directions (Upheld);AnnualReport1999
Facilities to the Press;63.Complaint of Dr. Majid Hussain, Editor, Urdu Daily Action against M.P. Housing Development Board, Bhopal.;October5, 1998;Directions (Upheld);AnnualReport1999
Facilities to the Press;64.Complaint of Sh. N.K. Singh, Associate Editor, India Today, Bhopal Against Returning Officer/Collector, Hoshangabad.;October5, 1998;Disposed with Observations;AnnualReport1999
Facilities to the Press;65.Complaint of Sh. C.V. Awaz, Editor-in-Chief, J.K. Date Line against Government of Jammu & Kashimr.;December 1, 1998;Dismissed for Lack of Substance;AnnualReport1999
Facilities to the Press;66.Complaint of Sh. Satish Kumar, Editor, Mazdoor Morcha, Faridabad against Infor-mation & Public Relations Department, Government of Haryana.;December 1, 1998;Dropped (Withdrawn);AnnualReport1999
Facilities to the Press;67.Complaint of Sh. Ajay Shankar, Editor, Mirzapur Times against DAVP.;December 1, 1998;Not Pursued;AnnualReport1999
Facilities to the Press;68.Complaint of Sh. Brajeshwar Prasad Singh, Correspondent of PTI against Director I&PRD, Government of U.P.;December 1, 1998;Settled;AnnualReport1999
Facilities to the Press;69.Complaint of Sh. Mohan Swaroop Bhatia, Journalist against Telecommunication Department, Mathura.;December 1, 1998;Upheld;AnnualReport1999
Facilities to the Press;70.Complaint of Sh. M.A. Rizvi, Editor, Talash, Jhansi against Director, I&PRD, Jhansi, U.P.;December 1, 1998;Dismissed;AnnualReport1999
Facilities to the Press;71.Complaint of the Editor, Gaya Samachar, Hind Weekly against Information and Public Relations Department, Government of Bihar.;February 2, 1999;Dismissed;AnnualReport1999
Facilities to the Press;72.Complaint of Sh. Nirmal Kumar, Editor, Nehru Gazette, East Champaran against Railway Board.;February 2, 1999;Directions;AnnualReport1999
Facilities to the Press;73.Complaint of Sh. Bauri Bandhu Maharana, Correspondent-cum-Journalist, Eastern Press Agency, Bhubaneshwar against Director, I&PRD, Government of Orissa, Bhubaneshwar.;February 2, 1999;Disposed with Directions;AnnualReport1999
Facilities to the Press;74.Complaint of Editor, Amar Ujala, Meerut against General Manager, Telecommu-nication, Ghaziabad, U.P.;February 2, 1999;Upheld;AnnualReport1999
Facilities to the Press;75.Complaint of Sh. Mukut Behari Lal 'Navratan', State President, All India Small & Medium Newspapers Federation, Aligarh against the Director, Information & Public Relations Department, Govt, of U.P.;February 2, 1999;Upheld;AnnualReport1999
Facilities to the Press;76.Complaint of Sh. Rajesh Kumar Dubey, Dehakte Huye Samachar, M.P. against Ispat Press Club, Bhilai.;February 2, 1999;Disposed with Observations (Upheld);AnnualReport1999
Facilities to the Press;77.Complaint of Shri P.C. Jain, Sr. Journalist, The Page Tender Journal, New Delhi against PIB, New Delhi.;February 2, 1999;Dismissed on Merits.;AnnualReport1999
Facilities to the Press;78.Complaint of Ms. Shakuntala Shukla, Editor, Dainik Unnao Times, Unnao against Vice President, Unnao Shuklaganj Development Authority, Unnao, U.P.;February 2, 1999;Disposed with Directions.;AnnualReport1999
Curtailment of Press Freedom;79.Complaint of Dr. Kumar Pradhan, Editor, Sunchari Samachar, Siliguri against Gorkha National Liberation Front.;Upheld;Editor-Managerial Dispute;AnnualReport1999
Curtailment of Press Freedom;80.Complaint of Shri G.B. Pednekar, Journalist against Management of Nav Prabha, Panaji.;October  5, 1998;Outside Charter;AnnualReport1999
Curtailment of Press Freedom;81. Complaint of Shri H.K. Dua, PUCL and Editor's Guild of India against Bennett Coleman & Company & The Times of India and Counter complaint against Shri H.K. Dua by B. B. News.;February 2, 1999;Upheld (Censured);AnnualReport1999
Harassment of Newsmen;﻿1. Complaint of Shri Surender Rana, Editor, Hind Hariyali, Siraspur, Delhi against. police authorities, Delhi.;June 28, 1996;Dismissed for non-prosecution;AnnualReport1997
Harassment of Newsmen;2. Complaint of Shri Ved Gupta, Editor, Doon Ujala (Weekly) Dehradun (U.P.) against 'The Station House Officer', Dehradun Cantt. Police Station, Dehradun (U.P.);June 28, 1996;Settled;AnnualReport1997
Harassment of Newsmen;3. Complaint of Shri Atul Kumar Maheshwari, Editor, Amar Ujala, Meerut against Shri Vijay Singh, Sr. Superintendent of Police, Meerut.;June 28, 1996;Upheld;AnnualReport1997
Harassment of Newsmen;4. Complaint of Shri Hardwari Lal Gupta, 'Vivadi' Chief Editor, Jan Atma, Hindi daily, Badaun, U.P. against District Administration, Badaun (U.P.);June 28, 1996;Dismissed for non-prosecution;AnnualReport1997
Harassment of Newsmen;5. Complaint of Shri Pradeep Kumar Jain, Journalist, Amar Ujala, Bijnor against SHO, Nageena, Bijnor.;June 28, 1996;Upheld;AnnualReport1997
Harassment of Newsmen;6. Complaint of Shri Anil Shukla (Journalist), special correspondent, Dainik Sanskritik Kranti, Lakhimpur-Khiri, (U.P.) against Shri Amar Dutt Misra, Superintendent of Police, Lakhimpur-Khiri (U.P.);June 28, 1996;Matter not pursued (Dismissed);AnnualReport1997
Harassment of Newsmen;7. Complaint of Editor, Nakheeran, Tamil Weekly, Madras against Shri Rajan Chellapa, Ex-M.P., Madurai,;September 25, 1996;Upheld;AnnualReport1997
Harassment of Newsmen;8. Complaint of Shri G R Pratap Rudra, Editor, Kortgere Vartha, Kortgere, Karnataka against Shri Padmanabha Raja Urs, Tehsildar, Madhugiri Taluk, Tumkur District, Karnataka.;September  25, 1996;Upheld Displeasure Expressed;AnnualReport1997
Harassment of Newsmen;9. Suo Motu action regarding snatching of camera of Mr. Mahendra Parikh, Lensman, Indian Express.;September  25, 1996;Upheld, Assault established, compensation recommended;AnnualReport1997
Harassment of Newsmen;10. Complaint of Shri B S Parwana, Owner, Printer and Publisher, Veer Parwana Times, Hindi Monthly, Delhi against Shahdara Municipal Corporation and Police authorities.;September  25, 1996;Matter sub-judice, Police protection recommended;AnnualReport1997
Harassment of Newsmen;11. Complaint of Shri Radheyshyam Dantre, Reporter, Jalaon, U.P. against Administration of U.P.;September  25, 1996;Sub-judice;AnnualReport1997
Harassment of Newsmen;12. Complaint of Shri Rajender Kumar Gupta, Editor, Rajdeep Sandesh, Agra against Police authorities, Agra.;September  25, 1996;Sub-judice;AnnualReport1997
Harassment of Newsmen;13. Complaint of Shri B N Singhal, Chief Editor, Nai Sadi Point, Ghaziabad against Shri Naresh Shishodia, Jr, Engr. GDA and Police authorities (U.P.);September  25, 1996;Directions to proceed with prosecution ;AnnualReport1997
Harassment of Newsmen;14. Complaint of Shri Vijay Kumar Bavara, Journalist, Patliputra Times, Sahebganj against local police authorities.;September  25, 1996;Sub-judice;AnnualReport1997
Harassment of Newsmen;15. Complaint of Shri Jatashankar, Correspon-dent, Kashi Pratiman, Varanasi against the District Magistrate, Mirzapur.;November 15,1996;Dismissed on merits;AnnualReport1997
Harassment of Newsmen;16. Complaint of Shri Shadab Hussain, District Correspondent, Jaded Market, Baharaich, (U.P.) against Police Authorities, Baharaich (U.P.).;November 15,1996;Disposed with observations;AnnualReport1997
Harassment of Newsmen;17. Complaint of Shri Mahavir Jain, Editor, Marulahar (Evening) Barmer against District Administration, Barmer.;November 15, 1996;Sub-judice;AnnualReport1997
Harassment of Newsmen;18. Complaint of Shri Rajkumar Jain, Editor, Dainik Raj India, Jaipur against Government of Rajasthan.;November 15, 1996;Sub-judice;AnnualReport1997
Harassment of Newsmen;19. Complaint of Shri Shankarlal Saini, Chief Editor, Jang-E-Jawan, Sardarshahar against Registration Clerk, Tehsil Office, Sardarshahar, (Rajasthan).;November 15, 1996;Dismissed;AnnualReport1997
Harassment of Newsmen;20. Complaint of Shri Laxman Singh, Journalist and Correspondent of Rashtradoot from Makrana Area against Mineral & Geographical Department, Makrana, (Rajasthan).;November 15, 1996;Upheld;AnnualReport1997
Harassment of Newsmen;21. Complaint of Shri Ved Prakash, Editor & Publisher Dholpur Chitran Weekly, Dholpur against District Magistrate & District Collector, Dholpur.;November 15, 1996;Settlement;AnnualReport1997
Harassment of Newsmen;22. Complaint of Shri Jagdish Prasad Sharma, Chief Editor, Kalyug Mein Jyoti' Beawar against Police authorities.;November 15, 1996;Observations;AnnualReport1997
Harassment of Newsmen;"23. Suo-motu inquiry w.r.t. the news item captioned ""Mediaman beaten up by the BSF Jawans"" in Hindustan Times issue dated May 31, 1996.";March 17,1997;Authorities advised;AnnualReport1997
Harassment of Newsmen;24. Complaint of Shri Harjeet Dua, Editor, Yuvapukar, Delhi against police;authorities.;Assurance;AnnualReport1997
Harassment of Newsmen;25. Complaint of Ms. Chandrakanta Maheshwari, Nagpur against Head of the Library, Shri Amar Singh Rathore.;authorities.;Dropped for non-prosecution;AnnualReport1997
Harassment of Newsmen;26. Complaint of Shri Mohan Nagpal, Editor, Daily Pilot, Bhatinda (Punjab) against Telecom District Manager, Bhatinda.;authorities.;Settlement;AnnualReport1997
Harassment of Newsmen;27. Complaint of Shri Satish Kumar, Editor, Mazdoor Morcha against Jind (Haryana) Police.;March 17, 1997;Proceedings dropped;AnnualReport1997
Harassment of Newsmen;28. Complaint of Shri Arvind Kumar Shukla, Correspondent, Dainik Amar Ujala, Bareilly against SHO, Khiri, (U.P.).;March 17, 1997;Assurance;AnnualReport1997
Harassment of Newsmen;29. Complaint of Shri Vijay Vedant, Secretary, District Journalist Association Bulandshahar against SHO Dibai, Bulandshahar.;March 17, 1997;Upheld;AnnualReport1997
Harassment of Newsmen;30. Complaint of Shri Bal Kishan Gupta, Agent/Representative, Daink Jagran, Patiyali, Etah, U.P. against Manager Central Bank of India, Patiyali, U.P.;March 17, 1997;Dismissed on-merits.;AnnualReport1997
Harassment of Newsmen;31. Complaint of Shri Dhaniram Shivhare, Journalist Dainik Swadesh Achran, Muraina against Shri Sudhir Kumar Sharma, Jr. Engineer, Electricity Deptt. Muraina.;March 17, 1997;Closed with directions;AnnualReport1997
Harassment of Newsmen;32. Complaint of Shri Vipin Chand Jain, Editor, Shivpuri, Madhya Pradesh against District Collector, M.P. Shivpuri.;March 17, 1997;Closed for non-prosecution;AnnualReport1997
Harassment of Newsmen;33. Complaint of Smt. Tara Singh, Chief Editor, Nav Vihan, Hindi Weekly against Shri Prakash Dubey, City Police Superintendent, Govindpura.;March 17, 1997;Sub-judice;AnnualReport1997
Facilities to the Press;34. Complaint of Shri Prem Kumar Gupta, Editor, Bhrashttantra Weekly, Rohtak against DAVP.;June 28, 1996;Dismissed;AnnualReport1997
Facilities to the Press;35. Complaint of Smt. Yasmeen Shahid, Owner, Ganga O-Jaman Ka Tarjuman, Urdu weekly of Fatehpur (U.P.) against Director, I&PRD, Government of U.P., Lucknow.;June 28, 1996;Upheld with directions;AnnualReport1997
Facilities to the Press;36. Complaint of Shri Yadupal Saran Agrawala, Owner, Printer, Publisher, Editor, Swatantra Doot Dainik, Moradabad against authorities;June 28, 1996;Dismissed for lack of substance;AnnualReport1997
Facilities to the Press;b. Complaint of Shri Yadupal Saran Agrawala, Owner, Printer, Publisher, Editor, Swatantra Doot Dainik, Moradabad against authorities.;June 28, 1996;Dismissed for lack of substance;AnnualReport1997
Facilities to the Press;c. Complaint of Shri Yadupal Saran Agrawala, Owner, Printer, Publisher, Editor, Swatantra Doot Dainik, Moradabad against authorities.;June 28, 1996;Dismissed for lack of substance;AnnualReport1997
Facilities to the Press;d. Complaint of Shri Yadupal Saran Agrawala, Owner, Printer, Publisher, Editor, Swatantra Doot Dainik, Moradabad against authorities..;June 28, 1996;Dismissed for lack of substance;AnnualReport1997
Facilities to the Press;37. Complaint of Director, Nellai Kadiravan, Tamil Daily, Tirunelveli (Tamil Nadu) against Information & Public Relations Department, Government of Tamil Nadu.;September 25, 1996;Closed as withdrawn;AnnualReport1997
Facilities to the Press;38. Complaint of Shri Madan Lal Pahwa, Chief Editor, Rashtra Chhaya against Government of National Capital Territory of Delhi regarding stoppage of advertisements.;September 25, 1996;Disposed with observations;AnnualReport1997
Facilities to the Press;39. Complaint of Shri Jagdish Chandra, Chief Editor, Yug Sewa, Fortnightly, Gwalior against Administration of M.P.;September 25, 1996;Disposed with directions;AnnualReport1997
Facilities to the Press;40. Complaint of Shri LC Bhartiya, President, Rajasthan Unit, AISMNF and Shri Rajmal Singh, Editor, Gulabi Halchal, Jaipur forwarded by Shri B M Sharma, Member, Press Council of India against Govt. of Rajasthan.;November 15, 1996;Upheld;AnnualReport1997
Facilities to the Press;41. Complaint of the President, Nav Chetna Patrakar Sangh, Jaipur against Director, Information & Public Relations Department.;November 15, 1.996;Dismissed;AnnualReport1997
Facilities to the Press;42. Complaint of Shri Dhanpat Rai Khanna, Editor, Dosti Ka Sandesh, Ajmer against the Director, I&PRD, Govt. of Rajasthan.;November 15, 1.996;Sub-judice;AnnualReport1997
Facilities to the Press;43. Complaint of Shri Gayaprasad Bansal, Chief Editor, Desh Ki Dharti, Kota against Rajasthan Public Services Commission.;November 15, 1.996;Dismissed ;AnnualReport1997
Facilities to the Press;44. Complaint of Smt. Krishna Soni, Editor and Publisher, Jugalbandi Ka Jadu against Director, Information & Public Relations Department, Jaipur.;November 15, 1.996;Dismissed;AnnualReport1997
Facilities to the Press;45. Complaint of Shri D K Trivedi, Editor, Shyam Anugrah, Jaipur against I&PRD, Government of Rajasthan.;November 15, 1.996;Dismissed;AnnualReport1997
Facilities to the Press;46. Complaint of Shri Krishan Soni Azad, Editor Seema Ki Lalkar, Suratgarh against Information & Public Relations Department;November 15, 1.996;Closed upon settlement;AnnualReport1997
Facilities to the Press;47. Complaint of Chief Editor, Sare Rah, Ajmer against Director, I&PRD, Government of Rajasthan.;November 15, 1.996;Observations;AnnualReport1997
Facilities to the Press;48. Complaint of Shri G S Labana, Editor, Rajyadesh Ajmer, against I&PRD, Rajasthan.;Closed upon settlement;Dismissed;AnnualReport1997
Facilities to the Press;49. Complaint of Shri Tarachand Chhajed, Managing Editor, Shreyans Weekly, Kishangarh (Rajasthan) against Public Relations Department, Jaipur.;Closed upon settlement;Dismissed;AnnualReport1997
Facilities to the Press;50. Complaint of Shri Ashok Kumar Gupta, Chief Editor, Golden Punjab, Chandigarh against Shri I S Bandhu PCS-SDM, Chandigarh, regarding authentication of the declaration.;March 17,1997;Closed with observations;AnnualReport1997
Facilities to the Press;51. Complaint of Shri Vikram Singh Bedi, Chief Editor, Jaswant Jeet Jyoti, Hindi fortnightly against the Director, I&PRD, Government of Rajasthan, Jaipur.;March 17,1997;Settled & Closed;AnnualReport1997
Facilities to the Press;52. Complaint of Shri Radha Krishan Sharma, Reporter/District correspondent, The Pioneer, Swatantra Bharat, Lucknow/Kanpur against Chief Editor & Management of the newspapers, D.M. Etah, IPRD and DIO Etah.;Upheld;Conduct disapproved (observations);AnnualReport1997
Facilities to the Press;53. Complaint of Shri S I Ahmed, Chief Editor, Sabz Chehra, Hindi weekly, Bhopal against the Govt. of M.P.;Upheld;Closed with Directions;AnnualReport1997
Curtailment of Press Freedom;54. Complaint of Shri TE Raghavan Simhan, Chief of Bureau, Newstime, Madras against Park Sheraton Hotel & Towers, Madras.;September 25, 1996;Settled;AnnualReport1997
Curtailment of Press Freedom;55. Complaint of Shri Mehadi Avadi, Journalist Allahabad against the District Information Officer, Allahabad, U.P.;September 25, 1996;Disposed with observations;AnnualReport1997
Curtailment of Press Freedom;56. Complaint of the General Secretary, Bihar Journalists Union, Munger Unit against District Administration, Munger.;September 25, 1996;Closed with observations;AnnualReport1997
Curtailment of Press Freedom;57. Complaint of Shri Dr. Hafiz Majid Hussain, Chief Editor, Daily Urdu Action against the President, Secretary & Public Relation Officer, M.P. Legislative Assembly, Bhopal.;March 17, 1997;Settlement;AnnualReport1997
Harassment of Newsmen;﻿1. Complaint of Shri S. Uday Shankar, News Reporter. Eenadu, Prakasham district against police authorities ;September 22, 2003 ;Disposed of ;AnnualReport2004
Harassment of Newsmen;2. Complaint of Shri Satya Narayan Seth, Correspondent, Tarun Mitra, Jaunpur, U.P. against police authorities ;September 22, 2003 ;Charges not substantiated ;AnnualReport2004
Harassment of Newsmen;3. Complaint of Shri Rajendra Bhardwaj, Journalist, Rashtriya Sahara, Khurja, U.P. against police authorities ;September 22, 2003 ;Charges not substantiated ;AnnualReport2004
Harassment of Newsmen;4. Complaint of Shri Raj Kumar, Publisher, police Magadh Ki Pukar, Navada, Bihar against authorities ;September 22, 2003 ;Closed;AnnualReport2004
Harassment of Newsmen;5. Complaint New of the Editor, Aman Khoj, Delhi against police authorities;September 22, 2003 ;Dismissed being vague ;AnnualReport2004
Harassment of Newsmen;6. Complaint of the Chief Editor, Rustam-E- Hind, Nangloi, New Delhi against social anti elements, police and electricity department ;September 22, 2003 ;Dismissed being being vague and without substance ;AnnualReport2004
Harassment of Newsmen;7. Complaint of the Editor, Reporter New Delhi Eyes, against the Sub-Registrar Office ;September 22, 2003 ;Dismissed;AnnualReport2004
Harassment of Newsmen;8. Complaint of Shri Shrinath Mishra Bureau Chief, Azad, Garima Bharati, U.P. Balrampur, against the Distriet Information Officer, Balrampur;September 22, 2003 ; Dismissed for want of sufficient material;AnnualReport2004
Harassment of Newsmen;9. Complaint of Thakur Prasad Pandey, local Correspondent, Dainik Trigut and Crime Free India Bureau, Balrampur, U.P. against anti-social elements ;September 22,2003 ;Dismissed being devoid of substance and non-prosecution ;AnnualReport2004
Harassment of Newsmen;10. Complaint of Shri Bhan Singh Bharti, Journalist, Punjab Kesari, Kaithal against Police Station, Sadar, Kaithal;September 22,2003 ;Sub-judice ;AnnualReport2004
Harassment of Newsmen;11. Complaint of Mohd. Noor Hasan against police authorities ;September 22,2003 ;Charges not substantiated ;AnnualReport2004
Harassment of Newsmen;12. Complaint of Sri Ramachandra Sidram Bane, Special Reporter, Belgaum Times, Belgaum against police authorities; March 17, 2004 ;Directions;AnnualReport2004
Harassment of Newsmen;13. Complaint of the Editor, Buland Yuva, Julana, Jind, Haryana against police authorities ; March 17, 2004 ;Sub-judice ;AnnualReport2004
Harassment of Newsmen;14. Complaint of Editor, Semariya Express, Satna against local police authorities of Chhatterpur ; March 17, 2004 ;Directions;AnnualReport2004
Facilities to the Press ;15. Complaint of Dr. Nanakram Issrani, Convenor, Akhil Bhartiya Sindhi Samaj Patrakar Parishad, Editor, Hindu Bhoomi, Sindhi Weekly ;September 22, 2003 ;Grievance mitigated;AnnualReport2004
Facilities to the Press ;16. Complaint of Dr. Nanakram Issrani, Convenor, Akhil Bhartiya Sindhi Samaj Patrakar Parishad, Ajmer Kesari against DAVP. ;September 22, 2003 ;Grienvance mitigated;AnnualReport2004
Facilities to the Press ;17. Complaint of Smt. Sushma Agarwal, Chief Editor, Adhunik Ajmer, Ajmer against DAVP. ;September 22, 2003 ; Directions;AnnualReport2004
Facilities to the Press ;18. Complaint of Smt. Brajeshwari, Publisher, Safed Hathi, Jaipur against DAVP ;September 22, 2003 ;Directions ;AnnualReport2004
Facilities to the Press ;19. Complaint of Shri Bhupender Kumar Tiwari, Editor, Chambal Ghosh, Dhaulpur, Rajasthan against DAVP ;September 22, 2003 ;Directions;AnnualReport2004
Facilities to the Press ;20. Complaint of Shri Ghanshyam Verma, President, Rajasthan Small & Periodical Newspaper Editor's Council, Beawar and Editor, Veer Rajasthan, Baewar, Rajasthan and Nirantar Baewar, Rajasthan against DAVP ;September 22, 2003 ;Dismissed;AnnualReport2004
Facilities to the Press ;21. Complaint of Shri Ghanshyam Verma, President, Rajasthan Snall & Periodical Newspaper Editor's Council, Beawar and. Editor, Veer Rajasthan, Baewar, Rajasthan and Nirantar Baewar, Rajasthan against DAVP. ;September 22, 2003 ;Dismissed;AnnualReport2004
Facilities to the Press ;22. Complaint of Shri Ghanshyam President, Verma, Rajasthan Small & Periodical Newspaper Editor's Council, Beawar Editor, and Veer Rajasthan, Baewar, and Rajasthan Nirantar Baewar, Rajasthan against DAVP. ;September 22, 2003 ;Dismissed;AnnualReport2004
Facilities to the Press ;23. Complaint of Shri Shailendra Press Representative, Kumar, Dharmadharm, Nalanda against District Administration ;September 22, 2003 ;Disposed of with observations;AnnualReport2004
Facilities to the Press ;24. Complaint of Shri Shailendra Correspondent, Kumar, Raj Rappa Times, Nalanda, against District Administration;September 22, 2003 ;Disposed of with directions ;AnnualReport2004
Facilities to the Press ;25. Complaint of the Editor, Hindi Nayak Bharati, Weekly, Delhi against Telegraph Post & Department ;September 22, 2003 ;Disposed of;AnnualReport2004
Facilities to the Press ;26. Complaint of Mohd. Siraj, Bureau Chief, Shah Times, Delhi against Director, I&PRD, Government of Delhi ;September 22,2003. ;Disposed of with directions;AnnualReport2004
Facilities to the Press ;27. Complaint of the Editor, Daily Pilot, Bhatinda against the Home Department, Government of Haryana, Chandigarh ;September 22,2003. ;Dismissed;AnnualReport2004
Facilities to the Press ;28. Complaint of Shri J.P. Shah, Journalist, Kheda (Gujarat) against the Director, I&PRD, Government of Gujarat;September 22,2003. ;Disposed of with directions ;AnnualReport2004
Facilities to the Press ;29. Complaint of Shri P.P. Lakhiani, Editor, Cheti Chand, Gujarati Weekly, Gujarat against the R.N.I. and the D.A.V.P.;September 22,2003. ;Disposed of with directions;AnnualReport2004
Facilities to the Press ;30. Complaint of Shri P.P. Lakhiani, Editor, Cheti Chand, Gujarati Weckly, Gujarat against the R.N.I. and the D.A.V.P. ;September 22,2003. ;Disposed of with directions ;AnnualReport2004
Facilities to the Press ;31. Complaint of the Editor, Vyapar Samachar Sandesh against DAVP Disposed of with.;September 22,2003. ; Directions ;AnnualReport2004
Facilities to the Press ;32. Complaint of the Editor, Sawad-E-Azam, Kanpur against DAVP;September 22,2003. ; Directions ;AnnualReport2004
Facilities to the Press ;33. Complaint of the Editor,Tumul Toofani, Hindi Weekly, District Moradabad, U.P. against the DAVР ;September 22,2003. ;Directions ;AnnualReport2004
Facilities to the Press ;34. Complaint of the Publisher,Vyapar Kesari, New Delhi against the DAVP ;September 22,2003. ;Dismissed with directions ;AnnualReport2004
Facilities to the Press ;35. Complaint of Shri Shambhu Nath Jha, Journalist, Rashtriya Sahara, Katihar, Bihar against District Magistrate-cumDistrict Election Officer;September 22,2003. ;Directions;AnnualReport2004
Facilities to the Press ;36. Complaint of Shri Laxmichand Agarwal, Secretary, Indian Federation of Small and Medium Newspapers, Ahmedabad (Gujarat) against Information & Public Relations Department, Government of Gujarat ;November 17, 2003 ;Disposed of- Appeal pending before board;AnnualReport2004
Facilities to the Press ;37. Complaint of Editor, Viniyogahakku, Monthly Magazine, Guntaur against I&PRD, Government of Andhra Pradesh; March 17, 2004 ;Directions ;AnnualReport2004
Facilities to the Press ;38. Complaint of the Editor, Nai Sadi Point, Ghaziabad against DAVP ; March 17, 2004 ;Disposed of ;AnnualReport2004
Facilities to the Press ;39. Complaint of the Chief Editor, Rashtra Chhaya, Manak Vihar, New Delhi against D.A.V.P. ; March 17, 2004 ;Disposed of;AnnualReport2004
Facilities to the Press ;40. Complaint of Dr. H. Majid Hussain, Editor/Publisher, Urdu Action, Bhopal, M.P. M.P. against M.P. Housing Board, Bhopal,; March 17, 2004 ; Disposed of with observations ;AnnualReport2004
Facilities to the Press ;41. Complaint of Smt. Najma Begum, Editor, Dainik Relations Hindi Action, Bhopal against Public Department, Government of M.P. Bhopal; March 17, 2004 ;Withdrawn being settled ;AnnualReport2004
Facilities to the Press ;42. Complaint Correspondent, of Smt. Punam Wagh, Special Current Samachar and Vichar, Bhopal against Information and Public Relations Department, Government of M.P, Bhopal ; March 17, 2004 ;Assurance;AnnualReport2004
Facilities to the Press ;43. Complaint of Shri Suresh Verma, Editor, Kranti Kathan, Hindi Weekly, Indore against DAVP ; March 17, 2004 ;Disposed of with directions;AnnualReport2004
Facilities to the Press ;44. Complaint of Chief Editor, Aaj Ki Janata, Hindi Weekly Indore, M.P. against DAVP Disposed of with directions; March 17, 2004; Disposed of with directions ;AnnualReport2004
Facilities to the Press ;45. Complaint of Publisher, Sahkar Duniya, Hindi Weekly, Indore against DAVP 46. Complaint of Shri Suresh Chander Rohra, Editor, Chhattisgarh Shyama, Hindi Weekly, Korba, District Bilaspur, Chhattisgarh against DAVP ; March 17, 2004;Disposed of with directions;AnnualReport2004
Facilities to the Press ;47. Complaint of the Editor, M.P. Vidyut Shramik Jagran, Gwalior (M.P.) against I&PRD, Government of M.P., Bhopal and DAVP ,; March 17, 2004; Disposed of with directions;AnnualReport2004
Harassment of Newsmen;﻿1.Complaint of Editor, Nakkheeran, Tamil Bi-weekly, Chennai regarding attack on their reporter, Shri D. Prakash by ADMK persons;July 27,2007;Proceedings dropped;AnnualReport2008
Harassment of Newsmen;2.Complaint of Shri Komal Singh Saenger, Editor, Dainik Shoshan Mukt, Hathras, U.P. against police authorities of Uttar Pradesh;July 27,2007;Disposed of with observations;AnnualReport2008
Harassment of Newsmen;3.Suo-motu action against ACP, Delhi Police regarding manhandling and assault of Shri Kamal Singh, Photo Journalist, Press Trust of India;July 27,2007;Settled;AnnualReport2008
Harassment of Newsmen;4.Suo-motu action w.r.t. arrest of the Chandigarh based Principal Correspondent of Indian Express reportedly following his news report on a complaint lodged against IGP, Sumedh Saini before the Punjab State Human Rights Commission;July 27,2007;Closed with observations;AnnualReport2008
Harassment of Newsmen;5.Complaint of Shri Sanjay Tiwari Ujala, Journalist, Delhi against police authorities, Delhi;July 27,2007;Directions;AnnualReport2008
Harassment of Newsmen;6.Complaint of Shri Abnish Kumar, Correspondent, Swatantra Bharat, Shahjahanpur, Uttar Pradesh against Smt. Rajvinder Kaur, ANM and Shri Devender Kumar Tiwari, Shahjahanpur, Uttar Pradesh;July 27, 2007;Sub-judice;AnnualReport2008
Harassment of Newsmen;7.Suo-motu action w.r.t. assault on press photographers by the colleagues of Shri Santosh Kumar Singh convicted in a rape and murder case of Ms. Priyadarshini Mattoo;October 4-5, 2007;Closed;AnnualReport2008
Harassment of Newsmen;8.Complaint of Shri Sanjay Kumar Mishra, Correspondent, Ranchi Express,;October 4-5, 2007;with directions;AnnualReport2008
Harassment of Newsmen;9.Complaint of Shri Vinod Malik, Editor, Vishwa Parikrama Times, Meerut, U.P. against Chairman, Subharati Medical Dental College, Meerut, U.P.;October 4-5, 2007;Closed;AnnualReport2008
