ComplaintType;Complaint;Date;Decision;Report_name
Harassment of Newsmen;10.Complaint of Shri Trilok Prasad Sharma, Owner/Editor/Publisher, Weekly Bhakt Hanuman, Bulandshahar, U.P. against Shri Manoj, Village Pipala, Bulandshahar and police authorities of Bulandshahar;October 4-5, 2007;Closed with observations;AnnualReport2008
Harassment of Newsmen;11.Complaint of Shri Ram Kishore Panwar, Publisher/Editor, Uncle Four Twenty, Betul, M.P. against police authorities of M.P.;October 4-5, 2007;Matter allowed to rest;AnnualReport2008
Harassment of Newsmen;12. Complaint of Shri Ram Kishore Panwar, Publisher/Editor, Uncle Four Twenty, Betul, M.P. against police authorities of M.P.;October 4-5, 2007;Matter allowed to rest;AnnualReport2008
Harassment of Newsmen;13.Complaint of Shri Vinod Malik, Editor Vishva Parikrama Times, Meerut (U.P.) against U.P. Power Corporation, Meerut (U.P.);October 4-5, 2007;Closed-deviod of merits;AnnualReport2008
Harassment of Newsmen;14.Complaint of Shri Madan Mohan Pandey, Correspondent, Aaj, Azamgarh (U.P.) against Police authority, Azamgarh;October 4-5, 2007;Matter allowed to rest Facilities to the Press;AnnualReport2008
Harassment of Newsmen;15.Complaint of Ms. Kausar Jahan, Editor, Today’s Voice, Lucknow, U.P. against Information and Public Relations Department, Government of U.P., Lucknow;July 27, 2007;Rejected;AnnualReport2008
Harassment of Newsmen;16.Complaint of Shri Sameer Bhatnagar, Correspondent, Shah Times, Mirzapur, U.P. against Deputy Director, Information & Public Relations Department, Mirzapur, U.P.;July 27, 2007;Disposed of with directions;AnnualReport2008
Harassment of Newsmen;17.Complaint of Shri Dilip Gupta, Journalist, Dainik Din-Raat, Auraiya against District Magistrate, Etawah/ Auraiya;July 27, 2007;Disposed of with directions;AnnualReport2008
Harassment of Newsmen;18.Complaint of Shri Anjan Upadhyaya, Publisher/Editor, Hamro Prajashakti, Nepali News Daily, Sikkim against;July 27, 2007;closed- compromise arrived at;AnnualReport2008
Harassment of Newsmen;19.Complaint of Dr. Praveen Gupta, Chief Editor, Public News, New Delhi against Additional District Information Officer, Jamui, Bihar;July 27, 2007;Closed;AnnualReport2008
Harassment of Newsmen;20.Complaint of Shri Narayandas Morya, Chief Editor, Samanta, Piparia, M.P. against DAVP.;July 27, 2007;Upheld;AnnualReport2008
Harassment of Newsmen;21.Complaint of Shri K.D. Chandola, National President, Association of Small Newspapers of India, Kanpur against Government of Uttarakhand, Dehradun;July 27, 2007;Directions;AnnualReport2008
Harassment of Newsmen;22.Complaint of Shri M.V. Arya, State President, Association of Small Newspapers of India and Chief Editor, Rajput Maryada, Kanpur, U.P. against I&PRD, Government of U.P.;July 27, 2007;Disposed of with directions;AnnualReport2008
Harassment of Newsmen;23.Complaint of Shri Moni Kamal Datta, Publisher/Printer/Editor, Mukta Kripan, Birbhum, West Bengal against District Information & Cultural Officer, Birbhum, West Bengal;July 27, 2007;Settled;AnnualReport2008
Harassment of Newsmen;24.Complaint of Shri Moni Kamal Datta, Publisher/Printer/Editor, Krishi Kalyan, Birbhum, West Bengal against District Information & Cultural Officer, Birbhum, West Bengal;July 27, 2007;Settled;AnnualReport2008
Harassment of Newsmen;25.Complaint of Shri Gyan Chandra Varshnay, Owner/Publisher, Udyog Vyapar Times, Aligarh against Additional District Information Officer, Information & Public Relations Department, Aligarh, Uttar Pradesh;July 27, 2007;Closed;AnnualReport2008
Harassment of Newsmen;26.Complaint of the Editor, Vatanpremi, Amravati (Maharashtra) against the Director, Information & Public Relations Department, Government of Maharashtra, Mumbai;October 4-5, 2007;Disposed of with Directions;AnnualReport2008
Harassment of Newsmen;27.Complaint of Shri Prabir Kumar Sarkar, Chief Editor, Coalfield Times, Kolkata against Director, Information & Cultural Affairs, Government of West Bengal.;October 4-5,  2007;Closed;AnnualReport2008
Harassment of Newsmen;28.Complaint of Shri Raghavendra Singh, Editor of ‘‘Sunehara Sansar’’, Indira Nagar (U.P.) against D.A.V.P. and R.N.I.;October 4-5,  2007;Closed with observations;AnnualReport2008
Curtailment of Press Freedom;29.Suo–motu action w.r.t. to incident held on October 13, 2005 at Kolkata wherein hawkers affiliated to CITU blockaded the Statesman House and obstructed the supply of copies of the Statesman and Dainik Statesman (Bengali);July, 27 2007;Assurance;AnnualReport2008
Curtailment of Press Freedom;30.Suo-motu action w.r.t. arrest of the Journalists of the State reportedly on the direction of the Education Minister of M.P. to the DIG, Sagar Range;July, 27 2007;Sub-judice;AnnualReport2008
Harassment of Newsmen;Complaint of Shri Sandeep Kumar Shukla,  Correspondent, Black Tiger, Hindi Daily,  Khiri, U.P. against Shri K.P. Singh, Forest  Ranger, Gola Range, Khiri, U.P.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Kamlesh Trivedi,  Correspondent, Rahat Times, Lakhimpur  Khiri, U.P. against Shri Yogender Singh,  S.H.O., Police Station-Gola, Khiri, U.P.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Ali Mohd., Journalist, Apradh  Today, Sitapur, U.P. against Shri R.P. Sahi,  SHO, Sardar Harmeet Singh and other local  police authorities, Sitapur, U.P.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Choudhary Ved Prakash  Chahar, City Chief, Aaj, Agra, Uttar  Pradesh against local police authorities and  anti-social elements.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Anil Shukla, Reporter,  Aaj, Lakhimpur Khiri, Uttar Pradesh  against the Forest Officer, South Forest  Department, Khiri, U.P.;April 26, 2012;Dismissed  with  observation;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Anand Singh, District  Representative,  Aaj,  Hindi  Dainik,  Faizabad, Uttar Pradesh against District  Magistrate and Superintendent of Police,  Ambedkar Nagar, Uttar Pradesh.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Lallan Prasad Gupta,  Correspondent, Amar Ujala, Mau, U.P.  against anti-social elements.;April 26, 2012;Dismissed  with  observation;AnnualReport2013
Harassment of Newsmen;Complaint  of  Shri  Vijay  Prakash,  Representative, Sharp Reporter, Azamgarh,  U.P. against the Superintendent of Police,  Azamgarh, U.P.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Naresh Kumar Gupta,  Correspondent, Maya Awadh, Hardoi, Uttar  Pradesh against Chief Medical Officer,  District Hospital, Hardoi, Uttar Pradesh.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Ramanand Singh  Chandel, District Correspondent, Saral  Sahara, Unnao, Uttar Pradesh against the  Superintendent of Police, Unnao, Uttar  Pradesh.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Shri C.S. Kalra, Editor,  University Today, New Delhi against the  Vice- Chancellor, Jamia Millia Islamia,  New Delhi;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Omprakash Baghel, Editor,  Duniya Ek Nazar Main, Aligarh, U.P. against  anti-social elements, Aligarh, U.P.;April 26, 2012;C l o s e d;AnnualReport2013
Harassment of Newsmen;Suo-motu inquiry initiated against the  Government of Uttar Pradesh regarding  arrest of Muzaffarnagar based journalist.;April 26, 2012;Further  action  dropped with  Directions;AnnualReport2013
Harassment of Newsmen;Suo-motu inquiry initiated against the  Government of Uttar Pradesh regarding  arrest of Muzaffarnagar based journalist.;April 26, 2012;Further  action  dropped with  Directions;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Ashok Rawat, Chief  Editor, Braj Kranti, Hathras, Uttar Pradesh  against the Divisional Joint Education  Director, Hathras, Uttar Pradesh.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Rajiv Yadav, Journalist,  Amar Ujala, District Farukhabad, U.P.  against local police authorities.;April 26, 2012;Dismissed Adjudications Merged;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Shashi Bhushan Dubey,  Bureau Chief, Vindhya Bharat, Mirzapur,  Uttar Pradesh against the local police  authorities and liquor mafia, Mirzapur, U.P.;April 26, 2012;Dismissed  with drawn;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Sudhir Jain, Journalist,  Swadesh, Jhansi, Uttar Pradesh against  Additional District Magistrate, Mauranipur  and SHO, Mauranipur, Jhansi, Uttar  Pradesh.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Ganesh Kumar Shukla,  Reporter, Adarsh Panchayati Raj, Chitrakoot,  Uttar Pradesh against (i) Shri Akhilesh  Pandey, CO, (ii) Shri Mahesh Singh, SHO,  Rajapur, (iii) Shri Nandlal Singh, SHO,  Pahari, U.P.;April 26, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of  Shri P. Dillibabu Reddy, Editor,  Asha Jyothi & Vice-President, Andhra  Pradesh Working Journalists Federation,  Chitoor (A.P.) against Shri I.Y.R. Krishna  Rao, Execuitive Officer, Tirumala Tirupati  Devastanams, Tirupati.;December 21, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Md. Hashim Azad Khan,  Chief Editor, Azad Par Julm, Kanpur, Uttar  Pradesh against Shri Sanjay Tiwari, Assistant  Regional Transport Officer, Kanpur, Uttar  Pradesh.;December 21, 2012;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint  of  Shri  Suresh  Gandhi,  Correspondent, Dainik Hindustan and  Dainik Aaj Tak Channel, Bhadoi, Uttar  Pradesh against Shri R.K. Singh, Inspector  and Shri Rambali Saroj, Chowki, Nai Bazar,  Bhadoi, U.P.;December 21, 2012;Dismissed –  Settled;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Santosh Kumar Dixit,  Correspondent, Amar Ujala, Jaunpur (U.P.)  against Shri Ram Chander Gautam, S.H.O.,  Sarpatahan, Jaunpur, U.P.;December 21, 2012;Closed upon  assurance;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Sanjay Kumar ‘Punnu’  Journalist and President, Shobha Club,  Rohtas (Bihar) against Shri Ranjit Mishra,  City Superintendent of Police, Darbange,  Bihar.;December 21, 2012;Closed  for non- pursuance;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Ramanand Soni, Bureau  Chief, Dainik Patrika, Bhind, M.P. against  Shri Chanchal Shekhar, Superintendent of  Police, Bhind, M.P.;February 18, 2013;Dismissed;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Jai Prakash Bhardwaj,  Correspondent, Chetna Manch, Sahibabad,  Gaziabad against Shri Chandev Ram Jatav,  Ration Dealer, Sahibabad, Ghaziabad.;February 18, 2013;Dismissed  with  observations;AnnualReport2013
Harassment of Newsmen;Complaint of Shri Amlendu Upadhyay,  Assistant- Editor, Swabhiman Times,  Ghaziabad, U.P. against Shri Banvari  lal Kushwaha, CMD, Garima Milk  Industries and Swabhiman Times  and Shri  Nirmalendu Saha, Editor, Swabhiman  Times, Delhi.;February 18, 2013;Dismissed;AnnualReport2013
Facilities to the Press;Complaint of Shri Shishir Kumar Gupta,  Publisher, Hukoomat Express, Kanth  Road, Moradabad, Uttar Pradesh against  the DAVP, New Delhi.;April 26, 2012;Dismissed;AnnualReport2013
Facilities to the Press;Complaint of Dr. H.H. Majid Hussain,  Chief  Editor/Publisher, Daily Urdu Action,  Bhopal against the DAVP;April 26, 2012;Proceedings  Dropped;AnnualReport2013
Facilities to the Press;Complaint of Shri Veerbhadrappa Lingappa  Jherkunte,  Editor,  Jantadhish,  Latur,  Maharashtra against the SDM, Udgir and  RNI;August 27, 2012;Dismisssed;AnnualReport2013
Facilities to the Press;Complaint of Dr. Ravi Rastogi, Editor/ Publisher,  Himalaya  Aur  Hindustan,  Rishikesh, Uttarakhand against the Director  General, Information and Public Relations  Department, Government of Uttarakhand,  Dehradun;December 21, 2012;Disposed  off with  directions;AnnualReport2013
Facilities to the Press;Complaint of Shri Jai Prakash Tamkoria,  Publisher/Correspondent,Chhattisgarh  Vaibhav, Korba, Chhattisgarh against  The Directorate, Information and Public  Relations Department, Government of  Chhattisgarh, Raipur, Chhattisgarh;February 18, 2013;Disposed  off with  observations;AnnualReport2013
Facilities to the Press;Complaint of Shri Subhash Jain, Chief  Editor, Aaj Ki Janta, Indore, M.P.  against Department of Public Relations,  Government of Madhya Pradesh, M.P.;February 18, 2013;Disposed off;AnnualReport2013
Facilities to the Press;Complaint of Shri Raghunath Singh, Dy.  General Manager, Rajasthan Patrika Pvt.  Ltd., Jaipur against the Mayor, Jaipur  Municipal Corporation, Jaipur.;February 18, 2013;Observations;AnnualReport2013
Facilities to the Press;Complaint of Shri Raghunath Singh, Dy.  General Manager, Rajasthan Patrika Pvt.  Ltd., Jaipur against I&PRD, Government  of Madhya Pradesh, Bhopal.;February 18, 2013;Closed;AnnualReport2013
Harassment of Newsmen;﻿1.Complaint of Shri Satish Bhatia, District Correspondent, Rashtriya Sahara, District off being Sonebadra, Uttar Pradesh against anti infructuous social elements and local police authorities.;November 17, 2011;Disposed;AnnualReport2012
Harassment of Newsmen;2.Complaint of Shri Awdesh Singh Patel, Correspondent, Amar Ujala, Banda, U.P. against the police authorities.;November 17, 2011;Directions;AnnualReport2012
Harassment of Newsmen;3.Complaint of the General Secretary, UT Journalist Union, Daman against the police authorities.;November 17, 2011;Disposed off with observations;AnnualReport2012
Harassment of Newsmen;4.Complaint of Shri Satish Sharma, Managing Editor, Savera India Times, Nani Daman against the police authorities.;November 17, 2011;Disposed off with observations;AnnualReport2012
Harassment of Newsmen;5.Complaint of Shri Anurag Srivastava, Correspondent, Swatantra Bharat, Kanpur, U.P. against the Station House Officer, Jalaun, Uttar Pradesh.;November 17, 2011;Advise;AnnualReport2012
Harassment of Newsmen;6.Complaint of Shri Devender Kumar Sharma, Owner/Publisher/Editor, Weekly Amar Tanav, Hathras, District Mahamaya Nagar, U.P. against Shri S.R. Aditya, Superintendent of Police, S.P. Singh, District Social Welfare Department and Shri Narayan Lal, Agent of District Social Welfare Department.;November 17, 2011;Caution issued to Authorities;AnnualReport2012
Harassment of Newsmen;7.Complaint of Shri Kamlesh Kumar Jha, Correspondent, Dainik Jagran, Samastipur, Bihar against Shri Maheshwar Hazari, MLA, Bihar.;March 27, 2012;Disposed off;AnnualReport2012
Harassment of Newsmen;8.Complaint of Shri Ram Singh Gautam, Correspondent, Manavta Ki Raksha, Bulandshahar, U.P. against Shri Naveen Mittal, Advocate, Bulandshahar.;March 27, 2012;Sub-judice;AnnualReport2012
Harassment of Newsmen;9.Complaint of Shri Mukesh Thakur, Correspondent, Agni Blast, Monthly Magazine, Indore, Madhya Pradesh against (i) Shri Uma Shankar Gupta, State Home Minister, Madhya Pradesh, Bhopal (ii) S.S.P., Indore, (iii) IP&RD Commissioner, Madhya Pradesh.;March 27, 2012;Dismissed;AnnualReport2012
Harassment of Newsmen;10.Complaint of Shri Ashok Singhal, Publisher/ Editor, Dholpur Tishan, Dholpur, Rajasthan against the District Administration, Dholpur, Rajasthan.;March 27, 2012;Dismissed;AnnualReport2012
Harassment of Newsmen;11.Complaint of Shri B.N. Devdas, Advocate  Coimbatore, Tamil Nadu against the Sub- Urban Commissioner, Chennai.;March 27, 2012;Sub-judice;AnnualReport2012
Harassment of Newsmen;12.Complaint of Shri K. Nagaimugan, Chennai, Tamil Nadu against the police authorities.;March 27, 2012;Sub-judice;AnnualReport2012
Harassment of Newsmen;13.Suo-motu inquiry on the reported attack on the offices of “Kannada Prabha” and “Jayakirana” published by the “Hindustan Times”, “The Hindu” and “The Times of India” in their issues dated 3.3.2010.;March 27, 2012;Enquiry Dropped Facilities to the Press;AnnualReport2012
